service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,case_record_type,service_name,service_name_detail,date_closed,status,lat,lng,street_address,zipcode,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,specify_the_issue,referred,iamfloc,floc,public_url,public_description
100182,,150000761410.0,2016-08-17T22:11:00,20.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.935186,-117.130847,"8958 Menkar Rd, San Diego, CA, United States",,6.0,15.0,Mira Mesa,,Web,,,,SX-001901-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QUdAAM,The light is out and no longer illuminating our intersection.
100187,,500000134999.0,2016-08-17T22:41:00,107.0,TSW,Street Light Maintenance,,2016-12-02,Closed,32.772085,-117.107464,"4114 Bedford Drive, San Diego, CA, United States",,9.0,58.0,Mid-City:Kensington-Talmadge,,Web,,,,SS-003847-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QW0AAM,East of driveway of 4114 Bedford Drive.  Street is totally dark-safety hazard-only street light on the block
100220,100222.0,,2016-08-18T08:32:00,40.0,TSW,Street Light Maintenance,,2016-09-28,Closed,32.9176186,-117.2226968,"4262 Calle Mejillones, San Diego, CA, United States",,1.0,48.0,Torrey Hills,TORREY HILLS NP,Web,,,,SS-005567-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SN0AAM,Multi use lights went out again at Torrey hills Neighborhood Park. Main Breaker tripped
100222,,150000761450.0,2016-08-18T08:34:00,40.0,TSW,Street Light Maintenance,,2016-09-28,Closed,32.9176186,-117.2226968,"4262 Calle Mejillones, San Diego, CA, United States",,1.0,48.0,Torrey Hills,TORREY HILLS NP,Web,,,,SS-005567-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SPLAA2,Please replace multiple burned out multi use field lights at Torrey Hills Neighborhood Park Multi use field. Patrons complain about safety while playing on  sports field.
100266,,150000761476.0,2016-08-18T10:13:00,42.0,TSW,Street Light Maintenance,,2016-09-30,Closed,32.83599261161648,-117.152354336581,"5180 CONVOY ST, 92111",,6.0,50.0,Kearny Mesa,,Phone,,,,SX-004399-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TPqAAM,Equipment hit a wire and the street lights are not working .
100307,,150000761561.0,2016-08-18T12:03:00,32.0,TSW,Street Light Maintenance,,2016-09-20,Closed,32.803293084459085,-117.0772938232788,"7299 Laura Ct, San Diego, CA 92120, USA",,7.0,20.0,Navajo,,Web,,,,67250018,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UVGAA2,There are two streetlights out on Laura Ct. One at intersection of Laura Ct. and Laura St. and other at southern end of Laura Ct. in cul-de-sac
100370,,150000761650.0,2016-08-18T16:05:00,20.0,TSW,Street Light Maintenance,,2016-09-08,Closed,32.949616,-117.142067,"12530 Darkwood Rd, San Diego, CA, United States",,6.0,29.0,Rancho Penasquitos,,Web,,,,SX-001554-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WKyAAM,Light does not stay on. Will go on infrequently.
100433,,150000761638.0,2016-08-18T19:58:00,61.0,TSW,Street Light Maintenance,,2016-10-19,Closed,32.99874593907554,-117.06565527083896,"CALLE PUEBLITO & VIA CALANOVA,, 92128",,5.0,31.0,Rancho Bernardo,,Phone,,,,SX-000618-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WkDAAU,city crews working on site but light is out req fix asap
100438,,150000761652.0,2016-08-18T20:19:00,20.0,TSW,Street Light Maintenance,,2016-09-08,Closed,32.799608,-117.241272,"1575 Garnet Avenue San Diego, CA 92109",,2.0,27.0,Pacific Beach,,Mobile,,,,SS-011877-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WmsAAE,Street light out at bus stop
100439,,150000761653.0,2016-08-18T20:33:00,26.0,TSW,Street Light Maintenance,,2016-09-14,Closed,32.706562,-117.128348,3056 Imperial Ave,,8.0,37.0,Southeastern San Diego,,Mobile,,,,SS-014036-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WojAAE,Street light off for more then a month to dark
100440,,150000761654.0,2016-08-18T20:37:00,19.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.707407,-117.12756,"3087 L Street San Diego, CA 92102",,8.0,37.0,Southeastern San Diego,,Mobile,,,,SX-014573-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WpIAAU,Street light off for more then a month
100445,,150000761672.0,2016-08-18T21:35:00,19.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.70952502268619,-117.1566111502397,406 9th Ave,,3.0,4.0,Downtown,,Mobile,,,,SX-014384-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Wv1AAE,Light out
100470,,150000761701.0,2016-08-19T07:29:00,25.0,TSW,Street Light Maintenance,,2016-09-14,Closed,32.7991381,-117.2203392,"2606 N Mission Bay Dr, San Diego, CA 92109, United States",,2.0,17.0,Mission Bay Park,MISSION BAY PARK,Web,,,,SX-006937-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033YA2AAM,"More than half the lights don't work on the Mike Gotch Bridge. Could
we please have an electrician check that?"
100474,,150000761702.0,2016-08-19T07:41:00,27.0,TSW,Street Light Maintenance,,2016-09-16,Closed,32.8687037,-117.204239,"5360 Renaissance Avenue, San Diego, CA, United States",,1.0,99.0,University,,Web,,,,SX-003533-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033YGjAAM,none of the street lights along Renaissance Ave. have been coming on at night for nearly 3 weeks. Especially at Shoreline Dr & Toscana Wy.
100517,,150000761721.0,2016-08-19T10:04:00,19.0,TSW,Street Light Maintenance,,2016-09-08,Closed,32.86043096623148,-117.1169080358182,"HARRIS PLANT RD & KEARNY VILLA RD,, 92145",,6.0,97.0,Military Facilities,,Phone,,,,SX-003641-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZfWAAU,Dark circuit causing lights to be out.
100536,,150000761766.0,2016-08-19T10:21:00,25.0,TSW,Street Light Maintenance,,2016-09-14,Closed,32.79473515696152,-117.2561341804613,4400?4460 Ocean Blvd,,2.0,27.0,Pacific Beach,,Mobile,,,,BP-001151-015,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Zs0AAE,Light busted
100546,,150000761812.0,2016-08-19T10:28:00,18.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.99714489467483,-117.08179362800291,"15281-15361 Camino Del Norte, San Diego, CA 92128, USA",,5.0,31.0,Rancho Bernardo,,Web,,,,SS-005760-013,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZvxAAE,Street light located BEFORE right turn onto Interstate 15 North is out
100549,,150000761789.0,2016-08-19T10:32:00,31.0,TSW,Street Light Maintenance,,2016-09-20,Closed,32.99487730648851,-117.07825311210324,"14601-15067 Camino Del Norte, San Diego, CA 92128, USA",,5.0,31.0,Rancho Bernardo,,Web,,,,SS-005760-014,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZxyAAE,Street light located JUST BEFORE (right in front of) Interstate 15 sign is out
100589,,150000761807.0,2016-08-19T12:30:00,25.0,TSW,Street Light Maintenance,,2016-09-14,Closed,32.7484508,-117.0957455,"3838 46th Street, San Diego, CA, United States",,9.0,56.0,Mid-City:City Heights,,Web,,,,47158201,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033bBcAAI,"The light has been out since January 2016.  I felt very safe when I moved here in 2009 when it was installed.  However the last 8 months, the street is pitch dark and it is very dangerous for kids and people to walk around since it is also a one-way street.  I am hoping the light can be fixed soon."
100623,,150000755371.0,2016-08-19T14:25:00,25.0,TSW,Street Light Maintenance,,2016-09-14,Closed,32.69596491147792,-117.12636849842002,"3135 NATIONAL AV, 92113",,8.0,37.0,Southeastern San Diego,,Phone,,,,SS-019688-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033cALAAY,Lights on each side of the street are out
100677,,150000761874.0,2016-08-19T21:10:00,63.0,TSW,Street Light Maintenance,,2016-10-22,Closed,33.003305,-117.08007,"11762 Calle Vivienda, San Diego, CA, United States",,5.0,31.0,Rancho Bernardo,,Web,,,,SS-005647-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d2cAAA,light burnt out on 8/15/16
100681,,150000761856.0,2016-08-19T21:31:00,25.0,TSW,Street Light Maintenance,,2016-09-14,Closed,32.74767060301522,-117.0921515488225,3811 Euclid Ave,,9.0,56.0,Mid-City:City Heights,,Mobile,,,,SX-010838-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d3fAAA,
100689,,150000761855.0,2016-08-19T23:31:00,32.0,TSW,Street Light Maintenance,,2016-09-21,Closed,32.804994690262525,-117.1495908034194,3367?3401 Kearny Villa Rd,,7.0,35.0,Serra Mesa,CABRILLO HEIGHTS NP,Mobile,,,,SS-014983-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d8kAAA,Parking light out
100720,97206.0,,2016-08-20T10:29:00,10.0,TSW,Street Light Maintenance,,2016-08-31,Closed,32.94811067441272,-117.07928084815634,"SPRINGSIDE RD & PICARTE PL,, 92128",,5.0,5.0,Sabre Springs,,Phone,,,,SX-001603-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033didAAA,STREET LIGHT OUT AT INTERSECTION
100770,,150000761900.0,2016-08-20T15:22:00,17.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.71777280394804,-117.167395689878,"1130 COLUMBIA ST, 92101",,3.0,4.0,Downtown,,Phone,,,,SS-007685-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033du5AAA,AT 1130 AND 1050 STREET LIGHTS ARE DAY BURNERS
100804,83466.0,,2016-08-20T20:32:00,17.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.7140938,-117.1540448,"830 Park Blvd, San Diego, CA, United States",,3.0,4.0,Downtown,,Web,,,,SS-000349-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033e7nAAA,"Blue historical street lights (both globes) are out directly in front of 830 Park Blvd.  
Also the next light going south on Park Blvd toward F St is also out. 
The lack of lighting encourages people to use this area as a toilet. Clean and Safe has removed human feces twice in the last 4 days."
100809,,150000762007.0,2016-08-20T21:32:00,17.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.81018364618408,-117.25170669995003,"1201 Turquoise St, San Diego, CA 92109, USA",,2.0,27.0,Pacific Beach,,Web,,,,SX-005918-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eEKAAY,Light is out SOuth side of Turquoise near gate entrance to school field. right next to fire hydrant and across street from 1196 turquoise
100810,,150000762008.0,2016-08-20T21:48:00,17.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.7997806,-117.2421175,"1530 Garnet Ave, San Diego, CA, United States",,2.0,27.0,Pacific Beach,,Web,,,,SS-011877-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eFmAAI,Street light out directly in front of Evans Tire Store and the next one East of Evans Tire Store just by CorePower Yoga.
100811,,150000762009.0,2016-08-20T21:52:00,17.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.817643946027125,-117.2719815246582,"5800-5824 La Jolla Blvd, La Jolla, CA 92037, USA",,1.0,10.0,La Jolla,,Web,,,,SX-005432-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eFrAAI,"N/W corner of the roundabout on La Jolla Blvd & Camino del la Costa.
photo shows the light"
100815,,150000762011.0,2016-08-20T22:59:00,17.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.9756969,-117.085592,"11290 Timbergate Circle, San Diego, CA, United States",,5.0,3.0,Carmel Mountain Ranch,,Web,,,,SS-026512-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eIgAAI,Street light burnt out
100874,,150000761933.0,2016-08-21T14:18:00,16.0,TSW,Street Light Maintenance,,2016-09-07,Closed,33.03386171771895,-117.06097272610366,"12435 FLORESTA WAY, 92128",,5.0,31.0,Rancho Bernardo,,Phone,,,,SS-011227,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ez1AAA,Per consumer:  Street light out
100907,,150000730453.0,2016-08-21T18:32:00,73.0,TSW,Street Light Maintenance,,2016-11-03,Closed,32.729788769368845,-117.25614576263428,"1100-1118 Sunset Cliffs Blvd, San Diego, CA 92107, USA",,2.0,30.0,Peninsula,,Phone,,,,SX-012631-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fNIAAY,"Street lights out along Sunset Cliffs Blvd from Froude Street to Point Loma Avenue, approximately 1/2 mile."
100908,,500000134718.0,2016-08-21T18:36:00,46.0,TSW,Street Light Maintenance,,2016-10-07,Closed,32.726720074939394,-117.25567369384773,"1024 Cordova St, San Diego, CA 92107, USA",,2.0,30.0,Peninsula,,Web,,,,SX-012854-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fNNAAY,"Street light out Cordova and Sunset Cliffs, southwest corner. Light has been out almost one year."
100925,,150000762017.0,2016-08-21T20:41:00,16.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.71365709069592,-117.15378253233268,"PARK BL & F ST,, 92101",,3.0,4.0,Downtown,,Phone,,,,SS-000350-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fYGAAY,MULTIPLE STREET LIGHTS OUT ON THE WEST SIDE OF PARK BLVD. FROM G STREET TO E STREET.
100935,,150000762036.0,2016-08-21T21:57:00,16.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.71381235089066,-117.15398578567503,"812 Park Blvd, San Diego, CA 92101, USA",,3.0,4.0,Downtown,,Web,,,,SX-014003-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fccAAA,street lights out
100995,99981.0,,2016-08-22T10:29:00,120.0,TSW,Street Light Maintenance,,2016-12-20,Closed,33.0345855,-117.0733359,17625 Drayton Hall Way,,5.0,31.0,Rancho Bernardo,,Email,,,,SS-009457-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033jNbAAI,street light is out
101009,,150000762120.0,2016-08-22T11:03:00,15.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.79550719481375,-117.25585388161296,"4465 OCEAN BL, 92109",,2.0,27.0,Pacific Beach,,Email,,,,BP-001151-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033jlJAAQ,The Boardwalk Lights are out again.
101051,,150000762226.0,2016-08-22T13:19:00,15.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.713365,-117.160274,760 05th av,,3.0,4.0,Downtown,,Mobile,,,,SS-000182-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033lNnAAI,"Inspection plate missing, exposed wires"
101054,,150000762225.0,2016-08-22T13:25:00,15.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.711593,-117.159299,"546-598 Market Street San Diego, CA 92101",,3.0,4.0,Downtown,,Mobile,,,,SS-017567-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033lRpAAI,Exposed wires
101068,,150000762252.0,2016-08-22T14:12:00,15.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.692117,-117.117461,"3575 Acacia St, San Diego, CA 92113, United States",,9.0,37.0,Southeastern San Diego,,Web,,,,SS-031657-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033lslAAA,The light is blinking (strobe light) at night.  It's very difficult to drive at night with the blinking.
101125,,150000762264.0,2016-08-22T21:57:00,15.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.71095073531596,-117.15630321426391,"509 Ninth Ave, San Diego, CA 92101, USA",,3.0,4.0,Downtown,,Web,,,,SX-014289-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033n31AAA,street lights out
101128,,150000762266.0,2016-08-22T22:05:00,15.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.71697175672226,-117.15854554100036,"640 C St, San Diego, CA 92101, USA",,3.0,4.0,Downtown,,Web,,,,SS-000246-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033n3LAAQ,day burner
101129,,150000762267.0,2016-08-22T22:10:00,15.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.70930774735359,-117.15384631080629,"396-398 Park Blvd, San Diego, CA 92101, USA",,3.0,4.0,Downtown,,Web,,,,SX-014389-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033n3kAAA,southwest corner cobra light out
101134,,150000762272.0,2016-08-23T00:08:00,103.0,TSW,Street Light Maintenance,,2016-12-03,Closed,32.96287224172805,-117.12179485648346,"13696 Via Cima Bella, San Diego, CA 92129, USA",,5.0,29.0,Rancho Penasquitos,,Web,,,,SX-001085-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033nBoAAI,Light does not illuminate at night. At all.
101152,,150000762313.0,2016-08-23T07:57:00,44.0,TSW,Street Light Maintenance,,2016-10-07,Closed,33.03275,-117.092825,"17226 Carranza Drive, San Diego, CA, United States",,5.0,31.0,Rancho Bernardo,,Web,,,,SS-006529-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033onUAAQ,
101170,,150000762340.0,2016-08-23T08:33:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.80737354634878,-117.0651510231018,"6005 Larchwood Ave, San Diego, CA 92120, USA",,7.0,20.0,Navajo,RHO MISSION CYN NP,Web,,,,BP-000803-009,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033pBHAAY,Light #7 at the entrance off Larchwood in  Ranch Mission Canyon Park is out.
101176,,150000762357.0,2016-08-23T09:09:00,35.0,TSW,Street Light Maintenance,,2016-09-28,Closed,32.78403305501903,-117.17182784004213,"2201-2299 Morley St, San Diego, CA 92111, USA",,7.0,12.0,Linda Vista,MORLEY GREEN MP,Web,,,,BG-001318-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033paqAAA,Streetlight facing the grass is out.  There's another missing streetlight to the north of the one that is out.
101207,,150000762425.0,2016-08-23T10:47:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.8375972,-117.0879734,"6599 Antigua Blvd, San Diego, CA, United States",,7.0,47.0,Tierrasanta,,Web,,,,SX-004316-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033qjoAAA,There are several lights out in Villa Norte Park. Please fix.
101209,,150000762426.0,2016-08-23T10:51:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.811289008627845,-117.266820153612,5401?5499 La Jolla Blvd,,1.0,10.0,La Jolla,,Mobile,,,,SX-005877-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033qm9AAA,The pedestrian crossing lights have been flashing incessantly for almost 24 hours. Please inspect. I believe that they are LED and risk burnout as well as interrupting traffic.
101222,,150000762414.0,2016-08-23T11:38:00,9.0,TSW,Street Light Maintenance,,2016-09-02,Closed,32.8573329,-117.237694,"8358 Gilman Drive, CA, United States",,1.0,10.0,La Jolla,,Web,,,,SS-012137-003,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033rJNAAY,"Street light out 20 feet north of 8358 Gilman Drive in La Jolla, CA 92037. Light is located on west side of the street."
101236,,150000762545.0,2016-08-23T12:03:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.5451988,-117.0497132,"Coral Gate Park, Anella Rd, San Diego, CA, United States",,8.0,33.0,San Ysidro,CORAL GATE NP,Web,,,,BP-001338-006,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033rZVAAY,Coral gate community park has multiple park lights out
101254,,150000762490.0,2016-08-23T12:57:00,9.0,TSW,Street Light Maintenance,,2016-09-02,Closed,32.7608745,-117.1246168,"3211 Madison Avenue, San Diego, CA, United States",,3.0,59.0,Mid-City:Normal Heights,,Web,,,,SS-017153-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033s7rAAA,The street light in front of 3211 Madison Ave is out. Pole # P739391.
101255,,150000762442.0,2016-08-23T13:00:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.7880895,-117.1439508,"2345 Casement Street, San Diego, CA, United States",,7.0,35.0,Serra Mesa,,Web,,,,SS-006589-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033s8kAAA,The street light in front of 2345 Casement St. is out. The pole number is P836333.
101258,,150000762443.0,2016-08-23T13:02:00,106.0,TSW,Street Light Maintenance,,2016-12-07,Closed,33.01192,-117.064534,"12260 Nivel Court, San Diego, CA, United States",,5.0,31.0,Rancho Bernardo,,Web,,,,SS-019957-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sARAAY,The street light across the street from 12260 Nivel Ct is out.
101291,,150000762529.0,2016-08-23T14:27:00,28.0,TSW,Street Light Maintenance,,2016-09-21,Closed,40.6740157,-73.9445475,"7934 Prospect Pl., San Diego, CA",,,,,,Web,,,,SS-022416-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sxOAAQ,"Resident claims that this light has been reported a number of times and it is still out. She is concerned since it is very dark. It is the light that has the speed limit sign attached to it. 
If you need to contact resident please use phone number"
101292,90040.0,,2016-08-23T14:33:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.727804951923794,-117.2461723276027,1145 Moana Dr,,2.0,30.0,Peninsula,,Mobile,,,,SS-018677-001,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033szZAAQ,The lights are STILL out.
101354,,150000762541.0,2016-08-23T20:56:00,24.0,TSW,Street Light Maintenance,,2016-09-17,Closed,32.7166046,-117.135192,"2735 C Street, San Diego, CA, United States",,3.0,8.0,Greater Golden Hill,,Web,,,,SS-005237-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033u4LAAQ,"A few weeks ago a street light was installed & I believe due to that all street lights were turned off. They are still off & last time this happened someone broke into the mailboxes on my block. They are still off can they please be turned on, thank you."
101356,,150000762542.0,2016-08-23T21:38:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,37.7818255,-122.4634618,363 fifth ave suite100,,,,,,Web,,,,SS-000186-004,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uAdAAI,Street lights out fifth and J street (3) light poles not working properly
101357,,150000762543.0,2016-08-23T21:49:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.748257370572254,-117.15958355588911,"3860-3898 Sixth Ave, San Diego, CA 92103, USA",,3.0,42.0,Uptown,,Web,,,,SX-010669-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uB7AAI,Street light at the southwest corner of 6th St and University Ave is out.
101358,,150000762540.0,2016-08-23T21:55:00,15.0,TSW,Street Light Maintenance,,2016-09-08,Closed,32.7157273,-117.1528416,"1301 Broadway, Downtown San Diego, San Diego, CA, United States",,3.0,4.0,Downtown,,Web,,,,BB-001331-002,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uBWAAY,Street lights out around Salvation Army Rehabilitation Center(2)
101359,,150000762533.0,2016-08-23T22:40:00,14.0,TSW,Street Light Maintenance,,2016-09-07,Closed,32.79022228136844,-117.20917018184588,"1775 EAST MISSION BAY DR, 92109",,2.0,17.0,Mission Bay Park,MISSION BAY PARK,Phone,,,,SS-009756-005,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uDhAAI,PER CUSTOMER LIGHT OUT ON THE EASTERN SIDE OF EAST MISSION BAY DR.
101364,,150000762555.0,2016-08-24T06:19:00,35.0,TSW,Street Light Maintenance,,2016-09-29,Closed,32.8968136,-117.2146991,"10385 Vista Sorrento Py, San Diego, CA, United States",,6.0,15.0,Mira Mesa,,Web,,,,SS-030474-006,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uw8AAA,I work at the FBI building and there are @(6) street lights out in front of the building for @2-3 weeks.
