service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,case_record_type,service_name,service_name_detail,date_closed,status,lat,lng,street_address,zipcode,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,iamfloc,floc,public_description,file_year_split
2780448,2759567.0,,2019-10-30T13:07:00,1057,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.792262099999995,-117.2383656,"3985 Ingraham St, San Diego, CA 92109, USA",92109.0,2.0,27.0,Pacific Beach,,Web,,,,Directly across from 3985 Ingraham St.,
2782071,2759567.0,,2019-11-01T07:21:00,1055,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.792262099999995,-117.2383656,"3985 Ingraham St, San Diego, CA 92109, USA",92109.0,2.0,27.0,Pacific Beach,,Web,,,,Light out directly across from 3985 Ingraham St. Light has been out for over 2 months now.,
2785106,,40300209631.0,2019-11-04T17:33:00,1052,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.78595885893726,-117.1309311730484,Northside Dr,92108.0,7.0,19.0,Mission Valley,,Mobile,,TS-TE,SS-020146-001,No light,
2785120,,40300209598.0,2019-11-04T18:05:00,1052,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.785983078498674,-117.1309873218436,Northside Dr,92108.0,7.0,19.0,Mission Valley,,Mobile,,TS-TE,SS-020146-001,Street lights out all along Northside Drive within the Escala community,
2786980,2708931.0,,2019-11-06T13:40:00,1050,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.8068873,-117.2586374,"Mission Blvd & Tourmaline St, San Diego, CA 92109, USA",92109.0,2.0,27.0,Pacific Beach,,Web,,PL-337650,SX-006223-002,ALL of the street lamps on Mission Blvd between the cross streets of Tourmaline and Opal are out- this is the second time i'm reporting this. This is area is very congested with pedestrians and it is extremely dark and several blocks.,
2787455,2708931.0,,2019-11-06T23:01:00,1050,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.80670078198648,-117.2587102891613,783 Tourmaline St,92109.0,2.0,27.0,Pacific Beach,,Mobile,,PL-337650,SX-006223-002,All street lights out between Loring in turquoise. Very dangerous for pedestrians and bicyclists,
2790173,,40300213085.0,2019-11-09T23:29:00,1047,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.80541241614485,-117.2583732388513,5016 Mission Blvd,92109.0,2.0,27.0,Pacific Beach,,Mobile,,PL-337837,SX-006393-004,"All street lights out between Loring and turquoise. Lots of pedestrians and bicycles, very dangerous",
2795453,2759567.0,,2019-11-15T12:47:00,1041,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.792262099999995,-117.2383656,"3985 Ingraham St, San Diego, CA 92109, USA",92109.0,2.0,27.0,Pacific Beach,,Web,,PL-339217,SX-007519-002,Light out directly across from 3985 Ingraham St.,
2803455,,40300217878.0,2019-11-24T08:34:00,1032,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.715791540059406,-117.1695700330159,700?768 W Broadway,92101.0,3.0,4.0,Downtown,,Mobile,,PL-326659,SS-029754-005,This light has been out for over 5 years. This is safety issue. Pitch dark and last night abandoned homeless carts and belongings were a trip hazard. Please Get it Done for the safety of downtown residents walking on Broadway and visitors to our city. Nothing is happening with the reports our residents have submitted and they are posted as 'closed'. For our safety the lights must be fixed!,
2806434,2777480.0,,2019-11-27T01:23:00,1029,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.741825,-117.11928999999998,"3445 Nile St, San Diego, CA 92104, USA",92104.0,3.0,28.0,North Park,,Web,,,,I requested this to the city 2 months ago.  This light has been out for over two months.  I have reported this two other times.   It is a very dark corner and we are a elderly couple who live on the corner and feel very unsafe without the street light...It is a disgrace to the city that you can not take care of things sooner as i said this is a very dark heavily traveled street and is dangerous with out the street light.,
2806731,,40300218410.0,2019-11-27T10:38:00,1029,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.91346275750014,-117.13253083100167,"MIRA MESA BL & GREENFORD DR,, 92126",92126.0,6.0,15.0,Mira Mesa,,Phone,,PL-318469,SS-018368-002,"on mira mesa bl in between black mtn rd & greenford dr, street lights in median are out. pole #35-40 Frank 858-566-4606",
2807180,,40300218428.0,2019-11-27T20:20:00,1029,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.72938405632296,-117.1643012111235,2301 Front St,92101.0,3.0,42.0,Uptown,,Mobile,,PL-313563,SS-011575-001,,
2809600,,40300219709.0,2019-12-01T16:14:00,1025,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.74735670074145,-117.1278856136996,3077 N Park Way,92104.0,3.0,28.0,North Park,,Mobile,This report has been referred to SDG&E ? Street Lights at streetlighting@semprautilities.com,PL-319739,SS-020106-001,Street light out,
2811775,2767147.0,,2019-12-03T11:27:00,1023,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.80826451352931,-117.2590808871388,5180 Mission Blvd,92109.0,2.0,27.0,Pacific Beach,,Mobile,,,,Northwest corner at alley. Light out.,
2812268,,40300219692.0,2019-12-03T16:12:00,1023,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.72552153670756,-117.1693582683105,2008 India St,92101.0,3.0,4.0,Downtown,,Mobile,,PL-345638,SX-013053-004,Please replace 2 missing heads on Acorn Lights.,
2812276,2812268.0,,2019-12-03T16:16:00,1023,TSW,Street Light Maintenance,POLE KNOCK OVER/DAMAGE,,In Process,32.725579840981155,-117.1693344925994,2008 India St,92101.0,3.0,4.0,Downtown,,Mobile,,PL-345638,SX-013053-004,Please replace tops of 2 Acorn lights,
2813507,,40300220048.0,2019-12-04T18:54:00,1022,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.72673502,-117.15147682,"2029 Presidents Way, San Diego, Ca 92101, Usa",92101.0,3.0,1.0,Balboa Park,BALBOA PARK,Mobile,,PL-321366,SS-022355-005,Nearly all Street and parking lot lights behind the federal building and next to the Federal Building in Balboa Park are out,
2814494,,40300220371.0,2019-12-05T16:16:00,1021,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7906602,-117.0638986,"6186 Bernadette Ln, San Diego, Ca 92120, Usa",92120.0,7.0,20.0,Navajo,,Mobile,,PL-339520,SX-007780-001,College ave and del cerro,
2815645,,40300220538.0,2019-12-06T17:56:00,1020,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7512666,-117.14671909999998,"4040 Park Blvd, San Diego, CA 92103, USA",92103.0,3.0,42.0,Uptown,,Web,,PL-320623,SS-021180-003,One streetlight is out on the intersection of Centre and Park.,
2815751,,40300220586.0,2019-12-06T22:14:00,1020,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.91714873,-117.12690275,"9152 Mira Mesa Blvd, San Diego, Ca 92126, Usa",92126.0,6.0,15.0,Mira Mesa,,Mobile,,PL-318464,SS-018366-002,Street lights in Center median between Black Mountain and the US Post Office are out,
2817880,,40300221319.0,2019-12-09T17:20:00,1017,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7187925842832,-117.1676441940329,501 W A St,92101.0,3.0,4.0,Downtown,,Mobile,,PL-346337,SX-013573-004,,
2817941,,40300221028.0,2019-12-09T18:54:00,1017,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7474837,-117.1276602,"3086 North Park Way, San Diego, Ca 92104, Usa",92104.0,3.0,28.0,North Park,,Mobile,,PL-343397,SX-010841-001,Light has been out for months. Hopefully it can get fixed.,
2817961,,40300221079.0,2019-12-09T19:25:00,1017,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7430837,-117.1297494,3538 CAPPS ST,92104.0,3.0,28.0,North Park,,Mobile,,PL-344039,SX-011454-001,Street light out,
2818020,,40300221058.0,2019-12-10T02:26:00,1016,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.739577215507445,-117.1287805849771,3309 30th St,92104.0,3.0,28.0,North Park,,Mobile,,PL-305560,SS-000665-001,Street light is out. It comes on periodically for a moment or two and then goes out again. I know you have looked at this in the past but there is a problem with the fixture. Thanks,
2820183,,40300221640.0,2019-12-11T22:11:00,1015,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.76424091420825,-117.23264323942568,"2437 Ingraham St, San Diego, CA 92109, USA",92109.0,2.0,17.0,Mission Bay Park,,Web,,PL-341002,SX-009113-004,"Driving along from Seaworld Drive to the west toward West Mission Bay drive. I see two issues about the street light out .  1. Many lights out after the big street sign "" W.Mission Bay drive & Ingraham "" Going toward WEST and NORTH WEST & EAST ( around the circle area )  2. Another side of W.Mission Bay drive going EAST start from the Dana Hotel, 92109. to West Mission Bay drive BRIDGE . ( These East side has been no light for years)  Thank you very much.",
2820192,,40300221616.0,2019-12-12T00:10:00,1014,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.79576795058752,-117.2492801011435,1101 Grand Ave,92109.0,2.0,27.0,Pacific Beach,,Mobile,,PL-338841,SX-007175-002,Streetlight out (circled in red) at the SE corner of the intersection of Grand Ave & Dawes St.,
2820419,,40300221720.0,2019-12-12T09:00:00,1014,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7477464,-117.25036369999998,"5002 Santa Monica Ave, San Diego, CA 92107, USA",92107.0,2.0,23.0,Ocean Beach,,Web,,PL-322586,SS-024288-002,Street light out due to missing globe. Light is added to the dozen or more lights out in the vicinity.,
2820957,,40300221769.0,2019-12-12T13:46:00,1014,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7487266,-117.2258845,"2704 Worden St, San Diego, CA 92110, USA",92110.0,2.0,30.0,Peninsula,,Web,,PL-326194,SS-029081-001,"The light is very dim and blinking at night,it's about to go out.",
2821351,,40300221891.0,2019-12-12T17:29:00,1014,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7199699,-117.1655537,"232 W Ash St, San Diego, Ca 92101, Usa",92101.0,3.0,4.0,Downtown,,Mobile,,PL-346226,SX-013497-004,Two street lights at the Ash/State intersection are out,
2821397,,40300221878.0,2019-12-12T19:32:00,1014,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.716799652768245,-117.14966711022409,"1599 C St, San Diego, CA 92101, USA",92101.0,3.0,4.0,Downtown,,Web,,PL-346656,SX-013719-004,Multiple streetlights are out on C Street @ 15th & 16th streets. I filed complaints previously and they closed them saying no action needed. But the lights are still not working.,
2821429,2815751.0,,2019-12-12T21:12:00,1014,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.91690898035936,-117.1263720908257,9225 Mira Mesa Blvd,92126.0,6.0,15.0,Mira Mesa,,Mobile,,PL-318464,SS-018366-002,Every light on the median of Mira Mesa Blvd. between Marbury and Black Mountain Road is out. About ten lights. Been out for a year.,
2822487,2817961.0,,2019-12-13T18:51:00,1013,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.74297571230356,-117.1300152471398,3014 Capps St,92104.0,3.0,28.0,North Park,,Mobile,,PL-344039,SX-011454-001,Street light out,
2822529,,40300222105.0,2019-12-13T20:51:00,1013,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.8080441,-117.25869009999997,"5153 Mission Blvd, San Diego, CA 92109, USA",92109.0,2.0,27.0,Pacific Beach,,Web,,PL-337539,SX-006129-002,"All of the old working street lights on Mission Blvd. from Turquoise St. to Loring St. were replaced about a year ago with new lights that do not and have NEVER worked. This invites theft, vandalism, sexual predators, tripping hazards (hard to see all the scooters on the sidewalks & pot holes in the streets to name a few). It is only a matter of time before something very preventable and tragic could happen. I urge you to please address this issue ASAP.",
2822550,,40300222123.0,2019-12-13T22:56:00,1013,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.80573901697445,-117.2583826531682,5038 Mission Blvd,92109.0,2.0,27.0,Pacific Beach,,Mobile,,PL-337731,SX-006304-002,All street light our. Street is completely black at night. Very dangerous to pedestrians and bicycles. Someone was hit by a car last night.,
2823066,,40300222175.0,2019-12-14T18:15:00,1012,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.78463234888144,-117.2536026752329,711 San Jose Pl,92109.0,2.0,18.0,Mission Beach,,Mobile,,PL-339838,SX-008094-001,Streetlight at San Jose and Strandway,
2825612,,40300222692.0,2019-12-17T13:54:00,1009,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.7506492,-117.2236866,"2809 Worden St, San Diego, CA 92110, USA",92110.0,2.0,30.0,Peninsula,,Web,,PL-326189,SS-029080-001,Street light out on Worden & Bob St.,
2826854,,40300222935.0,2019-12-18T15:55:00,1008,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.8856689,-117.1675123,"7150 Carroll Rd, San Diego, CA 92121, USA",92121.0,6.0,15.0,Mira Mesa,,Web,,PL-310021,SS-006551-001,"Street light out. Carroll Rd and Camino Santa Fe. North-west corner of intersection.  GPS: 32.885545, -117.167219.",
2826937,,40300222970.0,2019-12-18T17:01:00,1008,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.754495756227314,-117.2361381089462,I 8 E,92107.0,2.0,23.0,Ocean Beach,,Mobile,,PL-342153,SX-009977-003,Streetlight on north west corner of intersection blinking on and off. (I-8 entrance) Next intersection's (I-8 off ramp) north west corner light doing the same.,
2827994,2817941.0,,2019-12-19T17:38:00,1007,TSW,Street Light Maintenance,STREET LIGHT OUT,,In Process,32.74743863900858,-117.1277251800832,3066 N Park Way,92104.0,3.0,28.0,North Park,,Mobile,,,,Streetlight between Grim and 32nd Street,
